Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
18,4,AIR SEYCHELLES,5995,5546,1.04,86.50
19,1,AIR SEYCHELLES,6629,7304,0.13,61.78
19,2,AIR SEYCHELLES,6823,8582,0.36,41.24
19,3,AIR SEYCHELLES,7157,8201,3.10,61.80
19,4,AIR SEYCHELLES,5776,5248,0.33,37.32
20,1,AIR SEYCHELLES,2481,3315,0.73,14.77
20,2,AIR SEYCHELLES,0,0,1.14,40.25
20,3,AIR SEYCHELLES,52,217,0.00,46.70
20,4,AIR SEYCHELLES,2,42,0.00,10.05
21,1,AIR SEYCHELLES,66,59,0.00,0.00
21,2,AIR SEYCHELLES,148,348,0.06,0.52
21,3,AIR SEYCHELLES,505,2239,0.00,0.00
21,4,AIR SEYCHELLES,1164,1916,0.00,0.00
22,1,AIR SEYCHELLES,841,1607,0.00,0.00
22,2,AIR SEYCHELLES,594,1118,1.65,12.56
22,3,AIR SEYCHELLES,973,1369,0.22,20.10
22,4,AIR SEYCHELLES,1581,1915,1.07,24.22
23,1,AIR SEYCHELLES,1088,1782,2.24,2.77
23,2,AIR SEYCHELLES,1738,2475,0.17,10.77
23,3,AIR SEYCHELLES,964,832,0.01,6.44
23,4,AIR SEYCHELLES,1808,1826,0.40,18.85
24,1,AIR SEYCHELLES,1256,1678,0.00,6.57
24,2,AIR SEYCHELLES,1736,2175,0.17,14.50
22,1,AIR TANZANIA,4064,5526,47.10,252.83
22,2,AIR TANZANIA,3229,4268,141.12,122.97
22,3,AIR TANZANIA,7144,7983,2.86,282.86
22,4,AIR TANZANIA,9257,7753,19.04,242.72
23,1,AIR TANZANIA,7503,9329,149.19,284.16
23,2,AIR TANZANIA,7793,8867,25.08,231.99
23,3,AIR TANZANIA,9371,10624,0.35,358.86
23,4,AIR TANZANIA,7058,5594,1.94,60.68
24,1,AIR TANZANIA,6625,7674,11.93,107.49
24,2,AIR TANZANIA,8180,8999,0.41,159.99
24,1,AKASA AIR,79,380,0.00,0.00
24,2,AKASA AIR,9979,9086,0.00,60.49
15,1,ALL NIPPON AIRWAYS,14499,18144,467.60,1212.60
15,2,ALL NIPPON AIRWAYS,8380,17044,1023.32,1250.25
15,3,ALL NIPPON AIRWAYS,10261,11571,718.98,794.62
15,4,ALL NIPPON AIRWAYS,12238,11483,494.75,648.28
16,1,ALL NIPPON AIRWAYS,15517,18611,429.89,1284.77
16,2,ALL NIPPON AIRWAYS,19038,23174,921.95,1142.96
16,3,ALL NIPPON AIRWAYS,20079,20772,1053.30,895.87
16,4,ALL NIPPON AIRWAYS,24822,24044,1130.37,695.55
17,1,ALL NIPPON AIRWAYS,20945,25624,1421.49,1263.93
17,2,ALL NIPPON AIRWAYS,22193,25451,1650.10,1225.12
17,3,ALL NIPPON AIRWAYS,22246,23332,1644.65,1038.35
17,4,ALL NIPPON AIRWAYS,24334,24236,1638.99,1053.84
18,1,ALL NIPPON AIRWAYS,21294,24301,1498.70,1281.94
18,2,ALL NIPPON AIRWAYS,21166,23322,1447.13,1145.07
18,3,ALL NIPPON AIRWAYS,22743,23339,1222.93,697.40
18,4,ALL NIPPON AIRWAYS,27624,27347,1430.53,862.00
19,1,ALL NIPPON AIRWAYS,20678,26719,1224.22,1242.86
19,2,ALL NIPPON AIRWAYS,22706,27293,1155.03,1227.66
19,3,ALL NIPPON AIRWAYS,14358,19719,682.98,724.10
19,4,ALL NIPPON AIRWAYS,16189,15631,1839.87,1657.15
20,1,ALL NIPPON AIRWAYS,7770,11073,950.44,1120.64
20,2,ALL NIPPON AIRWAYS,0,607,0.44,23.80
20,4,ALL NIPPON AIRWAYS,383,628,960.88,899.48
21,1,ALL NIPPON AIRWAYS,1057,820,1492.35,1155.37
21,2,ALL NIPPON AIRWAYS,536,1753,1082.29,779.64
21,3,ALL NIPPON AIRWAYS,1311,1111,521.06,798.56
21,4,ALL NIPPON AIRWAYS,2433,1876,865.67,985.05
22,1,ALL NIPPON AIRWAYS,1710,2820,782.09,899.97
22,2,ALL NIPPON AIRWAYS,3593,8182,617.82,886.14
22,3,ALL NIPPON AIRWAYS,5190,9605,765.18,743.61
22,4,ALL NIPPON AIRWAYS,8772,9166,707.84,914.00
23,1,ALL NIPPON AIRWAYS,7916,14682,695.31,1233.80
23,2,ALL NIPPON AIRWAYS,9089,17110,760.54,1157.54
23,3,ALL NIPPON AIRWAYS,11752,16503,1082.58,1254.82
23,4,ALL NIPPON AIRWAYS,13939,14724,940.68,955.44
24,1,ALL NIPPON AIRWAYS,11863,17628,1011.28,1249.49
24,2,ALL NIPPON AIRWAYS,12947,17796,1328.66,1413.24
19,4,ALLIANCE AIR,868,764,0.00,0.00
20,1,ALLIANCE AIR,1352,1310,0.00,0.00
22,4,ALLIANCE AIR,347,238,0.00,0.00
23,1,ALLIANCE AIR,2914,2657,0.00,0.00
23,2,ALLIANCE AIR,3034,2752,0.00,0.00
23,3,ALLIANCE AIR,4836,4575,0.00,0.00
23,4,ALLIANCE AIR,3839,3667,,
24,1,ALLIANCE AIR,4946,4644,0.00,0.00
24,2,ALLIANCE AIR,4641,4591,0.00,0.00
22,1,AMERICAN AIRLINES,19511,19589,328.22,309.05
22,2,AMERICAN AIRLINES,6213,7795,146.30,41.05
22,3,AMERICAN AIRLINES,17840,22234,426.52,181.31
22,4,AMERICAN AIRLINES,25196,15900,308.39,830.63
23,1,AMERICAN AIRLINES,20261,19154,291.77,398.01
23,2,AMERICAN AIRLINES,20735,20231,272.01,680.88
23,3,AMERICAN AIRLINES,17765,22093,265.55,248.40
23,4,AMERICAN AIRLINES,25334,14898,225.96,257.39
24,1,AMERICAN AIRLINES,22182,18021,224.84,176.24
24,2,AMERICAN AIRLINES,22644,19596,148.44,227.10
15,1,ARIANA AFGHAN,6260,7003,0.53,13.89
15,2,ARIANA AFGHAN,4076,5668,1.72,67.89
15,3,ARIANA AFGHAN,3977,4257,0.62,70.12
15,4,ARIANA AFGHAN,4287,3390,155.60,257.77
16,1,ARIANA AFGHAN,6462,7067,95.56,331.17
16,2,ARIANA AFGHAN,2101,3296,58.59,227.30
16,3,ARIANA AFGHAN,4240,3227,156.08,250.56
16,4,ARIANA AFGHAN,4616,3824,113.16,241.37
17,1,ARIANA AFGHAN,7310,6765,124.90,215.54
17,2,ARIANA AFGHAN,3366,4982,66.13,192.23
17,3,ARIANA AFGHAN,5091,4264,45.87,162.29
17,4,ARIANA AFGHAN,6616,5624,133.92,289.29
18,1,ARIANA AFGHAN,7739,8564,102.91,280.41
18,2,ARIANA AFGHAN,5620,6559,69.26,246.56
18,3,ARIANA AFGHAN,6630,5040,146.72,295.90
18,4,ARIANA AFGHAN,5189,4262,59.97,212.51
19,1,ARIANA AFGHAN,7074,6554,141.59,289.36
19,2,ARIANA AFGHAN,1134,2697,51.08,81.92
19,3,ARIANA AFGHAN,3685,2268,42.92,107.72
19,4,ARIANA AFGHAN,2935,2448,2.58,56.75
20,1,ARIANA AFGHAN,4634,4460,6.41,90.28
20,2,ARIANA AFGHAN,54,2813,36.57,192.22
20,3,ARIANA AFGHAN,104,565,154.27,319.69
20,4,ARIANA AFGHAN,3004,2147,308.69,332.62
21,1,ARIANA AFGHAN,1080,1006,84.05,144.03
21,2,ARIANA AFGHAN,1836,3892,236.39,234.52
21,3,ARIANA AFGHAN,989,965,120.48,54.68
22,1,ARIANA AFGHAN,0,0,0.00,115.49
22,2,ARIANA AFGHAN,3,64,0.00,1.22
22,3,ARIANA AFGHAN,113,5,1.61,141.42
22,4,ARIANA AFGHAN,41,30,21.28,109.96
23,1,ARIANA AFGHAN,4,0,32.36,122.67
23,2,ARIANA AFGHAN,3,3,147.02,159.76
23,3,ARIANA AFGHAN,0,0,1.61,94.83
23,4,ARIANA AFGHAN,0,0,39.15,166.48
24,1,ARIANA AFGHAN,0,0,1.63,79.80
24,2,ARIANA AFGHAN,77,120,32.43,159.91
15,1,ASIANA AIRLINES,8889,9829,68.12,193.52
15,2,ASIANA AIRLINES,5984,7718,82.20,245.19
15,3,ASIANA AIRLINES,8084,8215,195.90,162.44
15,4,ASIANA AIRLINES,9939,8763,144.27,933.46
16,1,ASIANA AIRLINES,8561,9246,87.85,260.61
16,2,ASIANA AIRLINES,5908,7729,234.07,260.74
16,3,ASIANA AIRLINES,11616,10332,134.55,236.31
16,4,ASIANA AIRLINES,16497,12956,272.54,268.39
17,1,ASIANA AIRLINES,17604,19160,323.46,189.64
17,2,ASIANA AIRLINES,10887,13854,441.43,225.76
17,3,ASIANA AIRLINES,13369,11961,436.15,253.25
17,4,ASIANA AIRLINES,18009,15463,330.18,243.37
18,1,ASIANA AIRLINES,17181,19666,304.86,272.32
18,2,ASIANA AIRLINES,8915,14215,533.50,225.24
18,3,ASIANA AIRLINES,13224,12499,583.80,173.03
18,4,ASIANA AIRLINES,17532,14962,378.79,198.51
19,1,ASIANA AIRLINES,16717,20290,443.27,185.99
19,2,ASIANA AIRLINES,9884,16455,292.80,301.19
19,3,ASIANA AIRLINES,1473,885,27.48,8.08
23,2,ASIANA AIRLINES,3961,5743,73.31,75.66
23,4,ASIANA AIRLINES,9070,8825,161.09,61.50
24,1,ASIANA AIRLINES,6780,9595,215.33,85.69
24,2,ASIANA AIRLINES,1991,2826,79.55,27.64
15,1,AUSTRIAN AIRLINES,13318,15529,563.77,707.03
15,2,AUSTRIAN AIRLINES,10481,16315,518.18,665.83
15,3,AUSTRIAN AIRLINES,14994,16733,513.98,732.10
15,4,AUSTRIAN AIRLINES,15418,11621,431.54,624.44
16,1,AUSTRIAN AIRLINES,10892,13463,453.85,588.43
16,2,AUSTRIAN AIRLINES,208,670,20.79,28.84
16,3,AUSTRIAN AIRLINES,0,0,0.00,0.00
16,4,AUSTRIAN AIRLINES,0,0,0.00,0.00
17,1,AUSTRIAN AIRLINES,0,0,0.00,0.00
17,2,AUSTRIAN AIRLINES,0,0,0.00,0.00
22,3,AZERBAIJAN AIRLINES,461,420,0.00,0.00
22,4,AZERBAIJAN AIRLINES,3022,2494,0.00,0.00
23,1,AZERBAIJAN AIRLINES,602,799,0.00,0.00
23,2,AZERBAIJAN AIRLINES,4636,4518,0.00,87.53
23,3,AZERBAIJAN AIRLINES,5768,5447,0.01,54.61
23,4,AZERBAIJAN AIRLINES,5050,5032,0.00,68.52
24,1,AZERBAIJAN AIRLINES,4607,5542,0.00,19.76
24,2,AZERBAIJAN AIRLINES,6580,6859,0.00,72.66
15,1,BANGKOK AIRWAYS,10736,10985,18.32,208.34
15,2,BANGKOK AIRWAYS,11328,11857,15.39,151.82
15,3,BANGKOK AIRWAYS,9615,9964,13.10,165.68
15,4,BANGKOK AIRWAYS,12526,12198,121.76,47.13
16,1,BANGKOK AIRWAYS,12132,12229,2.32,156.32
16,2,BANGKOK AIRWAYS,11713,11772,3.52,117.54
16,3,BANGKOK AIRWAYS,9382,10151,1.63,127.22
16,4,BANGKOK AIRWAYS,10315,11336,1.96,114.65
17,1,BANGKOK AIRWAYS,11239,11451,82.31,33.70
17,2,BANGKOK AIRWAYS,12288,12901,0.61,116.47
17,3,BANGKOK AIRWAYS,10123,9941,1.25,156.19
17,4,BANGKOK AIRWAYS,12191,12255,46.74,96.08
18,1,BANGKOK AIRWAYS,10927,10862,40.12,97.12
18,2,BANGKOK AIRWAYS,12125,11923,10.69,195.93
18,3,BANGKOK AIRWAYS,9062,8666,31.46,214.29
18,4,BANGKOK AIRWAYS,10991,10373,24.27,255.45
19,1,BANGKOK AIRWAYS,11146,10045,14.16,236.43
19,2,BANGKOK AIRWAYS,13220,13032,6.47,168.88
19,3,BANGKOK AIRWAYS,8385,6745,10.90,800.43
19,4,BANGKOK AIRWAYS,8662,9640,92.75,160.04
20,1,BANGKOK AIRWAYS,5142,4768,74.98,106.80
17,3,BATIK AIR,10024,10614,0.00,0.13
17,4,BATIK AIR,21244,20904,0.00,0.00
18,1,BATIK AIR,22895,24352,0.00,0.00
18,2,BATIK AIR,25640,23514,0.00,0.00
18,3,BATIK AIR,25579,24880,1.46,14.30
18,4,BATIK AIR,21935,18125,2.93,45.46
19,1,BATIK AIR,12694,13669,5.48,32.43
19,2,BATIK AIR,13434,13621,3.84,49.46
19,3,BATIK AIR,13345,11153,16.15,65.19
19,4,BATIK AIR,13890,12117,1.54,23.44
20,1,BATIK AIR,8700,9415,10.12,23.99
23,3,BATIK AIR,3023,3431,0.00,0.00
23,4,BATIK AIR,10953,10315,0.00,15.22
24,1,BATIK AIR,9849,11095,0.00,50.15
24,2,BATIK AIR,11129,11030,0.00,20.60
15,1,BHUTAN AIRLINES,0,0,0.00,0.00
15,2,BHUTAN AIRLINES,6250,5887,0.00,0.00
15,3,BHUTAN AIRLINES,4997,5120,0.00,0.00
15,4,BHUTAN AIRLINES,7122,6638,0.00,0.00
16,1,BHUTAN AIRLINES,5193,4986,0.00,0.64
16,2,BHUTAN AIRLINES,8227,8524,0.00,0.00
16,3,BHUTAN AIRLINES,4542,4540,0.00,0.00
16,4,BHUTAN AIRLINES,4870,4546,0.00,0.00
17,1,BHUTAN AIRLINES,3140,2908,0.00,0.00
17,2,BHUTAN AIRLINES,4999,4730,0.00,0.00
17,3,BHUTAN AIRLINES,2614,3056,0.00,0.00
17,4,BHUTAN AIRLINES,5678,4036,0.00,0.00
18,1,BHUTAN AIRLINES,3926,3668,0.00,0.00
18,2,BHUTAN AIRLINES,6653,5943,0.00,0.00
18,3,BHUTAN AIRLINES,4368,4438,0.00,0.00
18,4,BHUTAN AIRLINES,6422,6022,0.00,0.00
19,1,BHUTAN AIRLINES,5301,5825,0.00,0.00
19,2,BHUTAN AIRLINES,9152,8293,0.00,0.00
19,3,BHUTAN AIRLINES,3284,3482,0.00,0.00
19,4,BHUTAN AIRLINES,7483,7037,0.00,3.89
20,1,BHUTAN AIRLINES,3227,2869,0.00,1.27
22,4,BHUTAN AIRLINES,2080,2071,0.00,0.00
23,1,BHUTAN AIRLINES,1184,1106,0.00,0.00
23,2,BHUTAN AIRLINES,3950,3783,0.00,0.00
23,3,BHUTAN AIRLINES,4931,3297,0.00,0.00
23,4,BHUTAN AIRLINES,6821,5409,0.00,0.00
24,1,BHUTAN AIRLINES,7192,7857,0.00,0.00
24,2,BHUTAN AIRLINES,9775,9314,0.00,0.00
15,1,BIMAN BANGLADESH,10577,11759,0.43,124.28
15,2,BIMAN BANGLADESH,8890,14905,0.81,10.85
15,3,BIMAN BANGLADESH,9466,9259,0.31,4.83
15,4,BIMAN BANGLADESH,16432,17353,9.62,10.26
16,1,BIMAN BANGLADESH,18232,18722,0.00,0.00
16,2,BIMAN BANGLADESH,18201,20609,0.07,78.42
16,3,BIMAN BANGLADESH,13868,15741,7.62,21.20
16,4,BIMAN BANGLADESH,12912,13362,0.64,2.69
17,1,BIMAN BANGLADESH,11367,13286,0.23,2.81
17,2,BIMAN BANGLADESH,10453,13270,0.26,66.22
17,3,BIMAN BANGLADESH,9391,11078,0.35,6.50
17,4,BIMAN BANGLADESH,17684,20893,31.91,56.22
18,1,BIMAN BANGLADESH,20729,21804,57.98,42.97
18,2,BIMAN BANGLADESH,18782,22097,47.39,188.42
18,3,BIMAN BANGLADESH,11894,15963,72.65,13.17
18,4,BIMAN BANGLADESH,14905,18486,4.19,80.94
19,1,BIMAN BANGLADESH,15640,20300,7.88,160.10
19,2,BIMAN BANGLADESH,20882,21725,1.55,216.59
19,3,BIMAN BANGLADESH,8392,9970,5.68,86.38
19,4,BIMAN BANGLADESH,16715,17742,8.74,175.66
20,1,BIMAN BANGLADESH,16693,19978,22.21,305.81
20,2,BIMAN BANGLADESH,113,1026,10.75,18.44
20,3,BIMAN BANGLADESH,0,0,26.48,35.76
20,4,BIMAN BANGLADESH,666,1090,0.20,2.08
21,1,BIMAN BANGLADESH,1994,2829,0.19,0.97
21,2,BIMAN BANGLADESH,168,295,185.18,7.83
21,3,BIMAN BANGLADESH,961,1178,226.06,151.20
21,4,BIMAN BANGLADESH,12942,13633,101.76,324.80
22,1,BIMAN BANGLADESH,12346,10115,28.26,312.20
22,2,BIMAN BANGLADESH,18686,21604,24.92,321.21
22,3,BIMAN BANGLADESH,22764,24666,6.91,302.26
22,4,BIMAN BANGLADESH,27710,31039,1.34,373.75
23,1,BIMAN BANGLADESH,30552,32653,7.69,308.84
23,2,BIMAN BANGLADESH,23750,26182,1.71,136.52
23,3,BIMAN BANGLADESH,22749,24257,89.75,148.76
23,4,BIMAN BANGLADESH,22589,25231,65.30,254.75
24,1,BIMAN BANGLADESH,28334,33075,65.93,343.35
24,2,BIMAN BANGLADESH,24266,29800,32.81,316.63
20,2,BLUE DART AVIATION,0,0,1228.45,138.25
20,3,BLUE DART AVIATION,0,0,133.54,7.10
20,4,BLUE DART AVIATION,0,0,270.64,17.60
21,1,BLUE DART AVIATION,0,0,50.39,103.24
21,2,BLUE DART AVIATION,0,0,178.05,149.43
21,4,BLUE DART AVIATION,0,0,1230.33,998.65
22,1,BLUE DART AVIATION,0,0,510.89,36.84
15,1,BRITISH AIRWAYS,79454,99505,3087.30,5362.99
15,2,BRITISH AIRWAYS,108268,139196,4720.00,9327.00
15,3,BRITISH AIRWAYS,116646,133178,4841.00,8688.00
15,4,BRITISH AIRWAYS,94938,81642,3141.00,5475.00
16,1,BRITISH AIRWAYS,124003,146094,4313.00,8092.00
16,2,BRITISH AIRWAYS,106736,137500,3285.88,6170.02
16,3,BRITISH AIRWAYS,121155,134303,4751.51,8743.72
16,4,BRITISH AIRWAYS,133951,110942,3222.17,6031.52
17,1,BRITISH AIRWAYS,120407,137991,4847.45,8899.74
17,2,BRITISH AIRWAYS,111641,135186,5335.85,9567.15
17,3,BRITISH AIRWAYS,125242,124081,6840.70,8292.45
17,4,BRITISH AIRWAYS,129926,109606,4158.25,9146.63
18,1,BRITISH AIRWAYS,123266,139968,4771.05,8329.42
18,2,BRITISH AIRWAYS,108685,132869,4710.07,9293.16
18,3,BRITISH AIRWAYS,118327,131315,4589.16,9171.05
18,4,BRITISH AIRWAYS,136330,120257,4405.44,9163.92
19,1,BRITISH AIRWAYS,117248,136741,4278.36,9153.08
19,2,BRITISH AIRWAYS,111998,134083,4902.34,9084.10
19,3,BRITISH AIRWAYS,411673,500395,4375.18,16264.38
19,4,BRITISH AIRWAYS,135045,115054,4216.69,8771.03
20,1,BRITISH AIRWAYS,96388,126070,4014.60,6907.36
20,3,BRITISH AIRWAYS,5817,12510,913.00,3390.41
20,4,BRITISH AIRWAYS,40050,25813,1889.55,4280.42
21,1,BRITISH AIRWAYS,23813,24666,1202.47,2103.80
21,2,BRITISH AIRWAYS,10360,18206,1736.25,2772.46
21,3,BRITISH AIRWAYS,27667,37918,2293.18,4690.61
21,4,BRITISH AIRWAYS,21040,19872,940.21,1961.27
22,2,BRITISH AIRWAYS,71954,81994,3081.33,5312.55
22,3,BRITISH AIRWAYS,100053,126030,4125.70,7471.24
22,4,BRITISH AIRWAYS,136299,109210,3836.50,8186.98
23,1,BRITISH AIRWAYS,100522,125460,3813.70,7588.44
23,2,BRITISH AIRWAYS,115298,140750,4073.76,8243.28
23,3,BRITISH AIRWAYS,121179,148079,4189.09,8166.68
23,4,BRITISH AIRWAYS,160599,126810,4191.60,10203.09
24,1,BRITISH AIRWAYS,149203,163177,4877.51,10777.05
24,2,BRITISH AIRWAYS,119850,141136,4412.28,8693.80
17,1,BRUSSELS AIRLINES,465,237,8.77,2.15
17,2,BRUSSELS AIRLINES,11657,14590,471.02,757.49
17,3,BRUSSELS AIRLINES,11983,13381,480.70,751.06
17,4,BRUSSELS AIRLINES,15153,10895,710.79,1084.61
18,1,BRUSSELS AIRLINES,12373,17237,825.42,898.65
18,2,BRUSSELS AIRLINES,10682,13828,612.92,840.36
18,3,BRUSSELS AIRLINES,12370,14021,505.51,710.78
18,4,BRUSSELS AIRLINES,16216,10017,463.27,719.85
19,1,BRUSSELS AIRLINES,669,1430,0.00,0.00
16,2,BUDDHA AIR,93,115,0.00,0.00
16,3,BUDDHA AIR,89,86,0.00,0.00
16,4,BUDDHA AIR,141,144,0.00,0.00
17,1,BUDDHA AIR,240,212,0.00,0.00
17,2,BUDDHA AIR,166,196,0.00,0.00
17,3,BUDDHA AIR,77,72,0.00,0.00
17,4,BUDDHA AIR,215,173,0.00,0.00
18,1,BUDDHA AIR,339,338,0.00,0.00
18,2,BUDDHA AIR,250,221,0.00,0.00
18,3,BUDDHA AIR,692,675,0.00,0.00
18,4,BUDDHA AIR,1022,898,0.00,0.00
19,1,BUDDHA AIR,1048,999,0.00,0.00
19,2,BUDDHA AIR,1763,1617,0.00,0.00
19,3,BUDDHA AIR,258,239,0.00,0.00
19,4,BUDDHA AIR,2074,1749,0.00,0.00
20,1,BUDDHA AIR,748,782,0.00,0.00
22,2,BUDDHA AIR,555,485,0.00,0.00
22,3,BUDDHA AIR,1099,918,0.00,0.00
22,4,BUDDHA AIR,1505,1441,0.00,0.00
23,1,BUDDHA AIR,1406,1366,0.00,0.00
23,2,BUDDHA AIR,1190,1132,0.00,0.00
23,4,BUDDHA AIR,1583,1484,0.00,0.00
24,1,BUDDHA AIR,1395,1501,0.00,0.00
24,2,BUDDHA AIR,1272,1089,0.00,0.00
15,1,BUDHHA AIR,590,664,0.00,0.00
15,2,BUDHHA AIR,113,109,0.00,0.00
15,3,BUDHHA AIR,0,0,0.00,0.00
15,4,BUDHHA AIR,0,0,0.00,0.00
16,1,BUDHHA AIR,87,56,0.00,0.00
16,2,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,623.56,1229.38
16,3,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,1519.30,2457.37
16,4,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,398.63,875.48
17,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,706.93,1343.72
17,2,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,174.41,350.54
17,3,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,265.85,448.25
17,4,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,281.61,451.58
18,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,0,324.49,535.03
15,1,CATHAY PACIFIC,82056,90401,13920.71,19661.87
15,2,CATHAY PACIFIC,124100,130865,21073.76,12422.11
15,3,CATHAY PACIFIC,91065,90533,28383.86,11726.68
15,4,CATHAY PACIFIC,94874,96426,21141.41,12194.40
16,1,CATHAY PACIFIC,88477,98681,17420.77,13587.19
16,2,CATHAY PACIFIC,99177,103431,19276.02,13126.82
16,3,CATHAY PACIFIC,90892,92644,21686.63,11709.24
16,4,CATHAY PACIFIC,98815,88118,20174.28,10571.78
17,1,CATHAY PACIFIC,82449,96918,18374.98,11742.32
17,2,CATHAY PACIFIC,96826,105927,21584.39,11916.27
17,3,CATHAY PACIFIC,86632,93234,24245.99,12847.59
17,4,CATHAY PACIFIC,105135,95593,23540.09,14333.05
18,1,CATHAY PACIFIC,89972,105687,21631.83,19132.81
18,2,CATHAY PACIFIC,96332,109307,21792.71,16277.06
18,3,CATHAY PACIFIC,85075,100300,22827.88,13106.27
18,4,CATHAY PACIFIC,118141,111487,24455.19,13167.34
19,1,CATHAY PACIFIC,103153,127403,19082.90,16792.40
19,2,CATHAY PACIFIC,121411,144909,21766.07,18664.50
19,3,CATHAY PACIFIC,103859,131413,11233.65,8640.11
19,4,CATHAY PACIFIC,136022,271364,22767.97,19580.65
20,1,CATHAY PACIFIC,55460,66672,11751.46,8910.85
20,2,CATHAY PACIFIC,0,0,8181.30,6076.65
20,3,CATHAY PACIFIC,0,0,18932.11,12060.17
20,4,CATHAY PACIFIC,0,0,18699.06,11858.10
21,1,CATHAY PACIFIC,0,0,16480.19,8121.67
21,2,CATHAY PACIFIC,0,0,33177.62,7980.64
21,3,CATHAY PACIFIC,0,0,20092.80,10092.04
21,4,CATHAY PACIFIC,0,0,20283.83,8791.37
22,1,CATHAY PACIFIC,0,0,17357.19,8488.63
22,2,CATHAY PACIFIC,3418,3286,21200.66,10045.63
22,3,CATHAY PACIFIC,8217,16278,16735.41,6987.45
22,4,CATHAY PACIFIC,31630,31043,15089.16,6924.07
23,1,CATHAY PACIFIC,30753,46722,19082.20,8183.50
23,2,CATHAY PACIFIC,69335,80320,20255.28,8275.36
23,3,CATHAY PACIFIC,77781,85511,22688.60,7734.26
23,4,CATHAY PACIFIC,97651,98756,19523.75,9998.55
24,1,CATHAY PACIFIC,83248,107181,20985.45,10894.19
24,2,CATHAY PACIFIC,92098,102076,20396.03,8833.72
15,1,CHINA AIRLINES LTD,3714,12974,194.29,255.66
15,2,CHINA AIRLINES LTD,2313,14373,201.43,264.43
15,3,CHINA AIRLINES LTD,2801,14897,239.44,258.83
15,4,CHINA AIRLINES LTD,6099,11289,249.22,261.05
16,1,CHINA AIRLINES LTD,5435,15320,239.85,379.05
16,2,CHINA AIRLINES LTD,3379,12913,225.29,269.83
16,3,CHINA AIRLINES LTD,5319,14977,514.27,253.31
16,4,CHINA AIRLINES LTD,8120,12762,621.72,593.49
17,1,CHINA AIRLINES LTD,8430,9342,585.87,665.07
17,2,CHINA AIRLINES LTD,3498,5942,604.70,643.21
17,3,CHINA AIRLINES LTD,5744,5967,593.90,692.50
17,4,CHINA AIRLINES LTD,9043,7444,610.94,879.70
18,1,CHINA AIRLINES LTD,9288,9942,655.93,898.39
18,2,CHINA AIRLINES LTD,4151,6349,580.99,982.19
18,3,CHINA AIRLINES LTD,5752,6725,884.04,1342.15
18,4,CHINA AIRLINES LTD,9442,7365,971.97,1024.75
19,1,CHINA AIRLINES LTD,9343,10753,835.74,996.15
19,2,CHINA AIRLINES LTD,6809,7443,775.42,967.10
19,3,CHINA AIRLINES LTD,6636,7514,1005.49,1812.48
19,4,CHINA AIRLINES LTD,10503,8112,1271.11,1190.19
20,1,CHINA AIRLINES LTD,6857,8344,1360.38,1552.67
20,2,CHINA AIRLINES LTD,0,0,206.72,276.56
20,3,CHINA AIRLINES LTD,0,0,569.87,603.43
20,4,CHINA AIRLINES LTD,0,0,1280.60,868.66
21,1,CHINA AIRLINES LTD,36,58,1788.99,1611.31
21,2,CHINA AIRLINES LTD,0,0,564.67,648.36
21,4,CHINA AIRLINES LTD,0,0,75.93,99.58
22,1,CHINA AIRLINES LTD,0,0,613.22,840.44
22,2,CHINA AIRLINES LTD,0,0,625.08,775.88
22,3,CHINA AIRLINES LTD,0,0,607.94,700.61
22,4,CHINA AIRLINES LTD,0,0,637.45,604.69
23,1,CHINA AIRLINES LTD,0,0,584.21,639.49
23,2,CHINA AIRLINES LTD,0,0,452.32,561.74
23,3,CHINA AIRLINES LTD,0,0,185.23,240.71
23,4,CHINA AIRLINES LTD,0,0,345.47,488.03
24,1,CHINA AIRLINES LTD,0,0,475.79,687.87
24,2,CHINA AIRLINES LTD,0,0,386.96,516.29
15,1,CHINA EASTERN AIRLINES,20304,21878,508.76,625.58
15,2,CHINA EASTERN AIRLINES,22309,23529,828.00,759.45
15,3,CHINA EASTERN AIRLINES,19896,18943,558.76,547.87
15,4,CHINA EASTERN AIRLINES,26179,24575,728.67,374.54
16,1,CHINA EASTERN AIRLINES,23996,24766,584.60,444.03
16,2,CHINA EASTERN AIRLINES,25807,29119,697.37,344.87
16,3,CHINA EASTERN AIRLINES,25434,24978,539.14,355.97
16,4,CHINA EASTERN AIRLINES,31420,29517,833.34,546.10
17,1,CHINA EASTERN AIRLINES,27094,29546,524.01,576.49
17,2,CHINA EASTERN AIRLINES,26172,29615,1026.48,583.01
17,3,CHINA EASTERN AIRLINES,23306,22794,730.21,602.80
17,4,CHINA EASTERN AIRLINES,28445,26408,952.67,742.14
18,1,CHINA EASTERN AIRLINES,27839,31013,903.44,1026.77
18,2,CHINA EASTERN AIRLINES,25946,33007,1024.84,2792.18
